190019,2019,108187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2CD76699-B4E0-424F-9732-6E596D6DCF45,0x0000000003BA8DBC
190020,2019,108187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2C0A4BAE-3C13-4E08-9DBC-BC52D74BB6E6,0x0000000003BA8DBB
